car_id,year,complaint_id,image_id,audio_id
13181,2024,108891.0,22903.0,
13375,2008,8038.0,20353.0,
13400,2003,143289.0,30083.0,
13404,2015,149355.0,21419.0,
13500,2011,79010.0,23000.0,
13817,2012,108685.0,19103.0,
13827,2003,35130.0,45.0,1050.0
13972,2012,149498.0,24943.0,
14029,2024,36005.0,3889.0,
14065,2008,79605.0,16831.0,
14186,2015,143497.0,25242.0,
14306,2000,62659.0,24809.0,
14640,2005,107507.0,22193.0,
14727,2025,70501.0,26674.0,
14822,2002,106210.0,21388.0,
14823,2007,108909.0,24226.0,
14827,2002,151090.0,16886.0,
14939,2018,139846.0,16916.0,
14986,2014,149314.0,22834.0,
15025,2017,140194.0,25996.0,
15719,2015,107573.0,18768.0,
15723,2013,6879.0,24920.0,
15803,2006,70459.0,22732.0,
15807,2002,7943.0,20661.0,
16015,2022,73949.0,21553.0,
16122,2000,66699.0,22179.0,
16159,2006,156067.0,27340.0,
16160,2008,8280.0,28713.0,
16162,2021,8383.0,26160.0,
16233,2018,63168.0,29162.0,
16447,2011,66437.0,21307.0,
16716,2010,151394.0,18616.0,
16924,2003,144812.0,28171.0,
16970,2018,107603.0,17515.0,
17303,2000,62789.0,19091.0,
17558,2015,80007.0,29965.0,
17844,2001,155998.0,27804.0,
18181,2005,108929.0,29738.0,
18588,2023,6827.0,28003.0,
18753,2021,106068.0,24310.0,
18758,2016,144983.0,27883.0,
18947,2020,7949.0,16714.0,
19367,2024,79532.0,21053.0,
19477,2018,155702.0,20370.0,
19518,2019,106120.0,18811.0,
19714,2025,35670.0,26409.0,
19716,2003,143047.0,19744.0,
19805,2007,35381.0,29543.0,
19999,2011,70533.0,17430.0,
20067,2006,63205.0,25869.0,
20327,2024,7888.0,17732.0,
20672,2008,374.0,20693.0,
20789,2018,66524.0,21000.0,
20820,2023,63556.0,28416.0,
20974,2022,73663.0,17597.0,
21349,2021,106269.0,19607.0,
21452,2025,79443.0,204.0,1125.0
21486,2019,8059.0,27287.0,
21590,2022,107446.0,16245.0,615.0
21792,2012,144412.0,21032.0,
21835,2021,144673.0,26252.0,
21998,2022,105947.0,19533.0,
22359,2015,151570.0,28680.0,
22407,2012,461.0,26522.0,
23046,2009,106232.0,21295.0,
23258,2001,133449.0,22714.0,
23469,2025,119732.0,,1384.0
23777,2015,66573.0,20986.0,
23983,2010,71013.0,27869.0,
24234,2000,35729.0,18097.0,
24265,2016,120035.0,24253.0,
24306,2000,62505.0,18235.0,
24375,2000,66994.0,28562.0,
24386,2016,151377.0,27793.0,
24417,2011,79730.0,19042.0,
24478,2009,105937.0,29585.0,
24512,2006,74235.0,29261.0,
24553,2012,73833.0,20542.0,
24709,2013,120070.0,19956.0,
24942,2004,82.0,17343.0,
25016,2010,140336.0,28994.0,
25205,2021,106398.0,29274.0,
25273,2007,6287.0,17352.0,
25300,2004,108677.0,26463.0,
25303,2010,63332.0,26259.0,
25557,2013,66979.0,20964.0,
25712,2007,8104.0,24067.0,
25984,2025,140335.0,19416.0,
26144,2025,120301.0,26893.0,
26384,2018,143524.0,20036.0,
26418,2024,63611.0,29622.0,
26569,2003,133585.0,22628.0,
26645,2017,6569.0,28502.0,
26659,2008,77900.0,28492.0,
26811,2010,80304.0,5302.0,
26998,2024,77910.0,18541.0,
27419,2024,107672.0,16561.0,
27456,2022,80147.0,29517.0,
27476,2023,8018.0,26543.0,
27779,2001,144897.0,19892.0,
27962,2001,106341.0,22769.0,
28166,2012,7753.0,334.0,113.0
28572,2021,62899.0,21516.0,
28659,2013,70985.0,29469.0,
28781,2002,109609.0,11040.0,
28799,2016,144477.0,24104.0,
28930,2016,57630.0,28547.0,
28938,2009,80176.0,28404.0,
29044,2008,143133.0,28167.0,
29099,2006,77956.0,24711.0,
29179,2010,149837.0,20779.0,
29194,2002,74002.0,23493.0,
29310,2012,108119.0,28394.0,
29329,2009,57221.0,29625.0,
29706,2015,78424.0,22606.0,
29730,2015,35342.0,27517.0,
29735,2008,79543.0,29192.0,
29965,2015,7737.0,302.0,92.0
30033,2001,73960.0,22116.0,
30064,2011,149621.0,17104.0,
30405,2025,70891.0,25363.0,
31106,2003,149873.0,22512.0,
31145,2014,7762.0,,1049.0
31147,2024,149922.0,29387.0,
31602,2024,108308.0,6114.0,
31661,2024,105887.0,16230.0,427.0
31757,2017,8529.0,3833.0,
31898,2005,35170.0,160.0,1131.0
32333,2012,143076.0,18525.0,
32495,2009,78872.0,16782.0,
32573,2005,57191.0,28935.0,
32612,2022,63164.0,26111.0,
32792,2002,149734.0,30121.0,
32819,2024,70795.0,25444.0,
32849,2008,35842.0,28997.0,
33103,2009,133572.0,25691.0,
33483,2017,35236.0,,400.0
33797,2019,139962.0,23757.0,
33922,2010,108041.0,27396.0,
33978,2003,133711.0,20492.0,
33984,2005,446.0,17475.0,
34083,2009,120267.0,23104.0,
34137,2014,73842.0,22236.0,
34156,2006,57601.0,29285.0,
34310,2012,144697.0,27899.0,
34619,2009,66691.0,18606.0,
34834,2013,35217.0,,1229.0
34984,2019,8330.0,28656.0,
35020,2014,107870.0,24948.0,
35132,2024,57056.0,17738.0,
35394,2020,7706.0,,1127.0
35548,2009,63995.0,9569.0,
35604,2008,151283.0,16963.0,
35928,2024,120271.0,28706.0,
36017,2024,155995.0,25089.0,
36087,2012,143599.0,29961.0,
36156,2007,108767.0,16507.0,
36307,2005,149432.0,26124.0,
36734,2014,70468.0,23836.0,
37110,2016,8255.0,25935.0,
37144,2005,78413.0,22214.0,
37253,2023,133692.0,28246.0,
37592,2011,35886.0,29498.0,
37594,2024,133798.0,27889.0,
37613,2002,119997.0,24382.0,
37758,2009,79713.0,17172.0,
37848,2018,107715.0,19049.0,
37875,2007,133801.0,27936.0,
37952,2003,66921.0,25361.0,
37972,2006,7962.0,21193.0,
38117,2013,66461.0,18102.0,
38429,2023,74142.0,29817.0,
38597,2010,119780.0,,1023.0
38766,2005,578.0,25421.0,
39441,2002,79046.0,30075.0,
39520,2021,144730.0,29734.0,
39547,2008,108065.0,22225.0,
39705,2010,66735.0,27048.0,
39769,2020,8271.0,28546.0,
39784,2004,63328.0,22336.0,
39830,2015,120406.0,29884.0,
39935,2012,140407.0,22398.0,
40089,2009,155646.0,21293.0,
40364,2004,144654.0,24913.0,
41023,2020,496.0,23213.0,
41047,2010,155522.0,17941.0,
41120,2001,78825.0,19250.0,
41192,2011,62541.0,25071.0,
41312,2003,143198.0,19815.0,
41350,2021,79630.0,23151.0,
41405,2021,133244.0,17596.0,
41427,2023,155761.0,21798.0,
41632,2025,6259.0,17684.0,
41740,2001,119766.0,,1155.0
41944,2025,74175.0,29323.0,
42039,2008,133981.0,5904.0,
42040,2001,120066.0,19889.0,
42243,2025,149460.0,19128.0,
42462,2016,139843.0,29663.0,
42631,2017,7831.0,24276.0,
43013,2022,139856.0,16554.0,
43152,2003,144542.0,18178.0,
43206,2003,63391.0,25964.0,
43238,2016,143164.0,29969.0,
43406,2017,151360.0,20534.0,
43444,2014,143554.0,29852.0,
43643,2016,151136.0,18842.0,
43665,2006,79236.0,29020.0,
43794,2008,57239.0,23480.0,
43850,2022,78836.0,28686.0,
44171,2021,78838.0,18832.0,
44194,2008,7917.0,29602.0,
44324,2016,151230.0,25766.0,
44353,2010,106277.0,23499.0,
44354,2002,120376.0,25670.0,
44381,2017,140720.0,7926.0,
44499,2024,144546.0,17983.0,
44998,2025,133318.0,18579.0,
45785,2018,144394.0,18994.0,
46157,2003,79927.0,24037.0,
46463,2007,143199.0,27623.0,
46511,2000,109610.0,11048.0,
46562,2020,79776.0,19029.0,
46659,2024,143368.0,29739.0,
46837,2004,35562.0,21840.0,
47069,2011,133686.0,25669.0,
47117,2017,35336.0,24770.0,
47226,2019,78097.0,19315.0,
47505,2019,70994.0,23434.0,
47553,2022,6558.0,21112.0,
47984,2020,105992.0,19879.0,
48054,2000,133397.0,16621.0,
48230,2013,62587.0,27808.0,
48360,2018,7834.0,17937.0,
48395,2011,106215.0,21335.0,
48550,2007,133185.0,19876.0,
48562,2010,109022.0,18482.0,
48597,2000,108006.0,1414.0,
48658,2004,78079.0,18403.0,
48728,2023,77912.0,17011.0,
48759,2019,57378.0,27122.0,
48795,2023,156051.0,26116.0,
49050,2006,133424.0,20818.0,
49237,2000,144593.0,18385.0,
49463,2005,78602.0,16284.0,
49791,2021,149359.0,17614.0,
49849,2012,155552.0,16766.0,
49887,2025,106056.0,26767.0,
50070,2015,149744.0,24400.0,
50431,2019,63301.0,18623.0,
50434,2020,35847.0,29287.0,
50450,2003,105905.0,,536.0
50598,2000,107931.0,29781.0,
50805,2024,151467.0,23729.0,
50857,2008,65.0,18870.0,
50936,2024,120018.0,25879.0,
51115,2006,106348.0,29859.0,
51134,2010,144573.0,25675.0,
51316,2019,155690.0,25747.0,
51563,2008,6388.0,20890.0,
51919,2011,133369.0,16564.0,
51984,2014,35937.0,29263.0,
52147,2007,156113.0,24919.0,
52278,2001,151338.0,25271.0,
52488,2007,143069.0,24774.0,
52702,2000,78244.0,23163.0,
52931,2013,149830.0,20536.0,
53034,2007,143495.0,26324.0,
53134,2005,78880.0,22205.0,
53264,2007,143352.0,25101.0,
53322,2005,107552.0,19634.0,
53360,2000,120005.0,21292.0,
53445,2017,156105.0,29940.0,
53505,2018,151479.0,17181.0,
53639,2022,62708.0,18955.0,
53986,2022,62536.0,17768.0,
54893,2005,151559.0,26170.0,
54955,2017,35384.0,26961.0,
55098,2013,,296.0,855.0
55278,2009,145000.0,29425.0,
55321,2014,106040.0,21221.0,
55660,2021,143092.0,22069.0,
55685,2017,70697.0,18939.0,
55742,2017,108921.0,20163.0,
55922,2019,426.0,21484.0,
56000,2023,108955.0,20949.0,
56045,2018,8080.0,28168.0,
56197,2019,57304.0,27615.0,
56394,2020,120192.0,22690.0,
56435,2001,6845.0,22354.0,
56863,2008,151435.0,26660.0,
56928,2006,105998.0,18924.0,
57047,2014,67005.0,29470.0,
57050,2008,8409.0,27391.0,
57523,2025,107635.0,17982.0,
57528,2013,107537.0,20260.0,
57818,2003,107934.0,29248.0,
57887,2020,6692.0,29948.0,
57892,2020,107851.0,24912.0,
58452,2025,133471.0,23388.0,
58565,2009,7660.0,171.0,1086.0
58593,2024,144576.0,25726.0,
58666,2015,142963.0,,764.0
58902,2002,149867.0,28845.0,
59276,2009,57661.0,29800.0,
59500,2006,7940.0,23204.0,
59539,2017,79446.0,,717.0
59848,2009,8095.0,19288.0,
59986,2005,62729.0,21085.0,
60315,2016,57205.0,18790.0,
60403,2006,109165.0,29963.0,
60408,2016,108516.0,,364.0
60484,2017,119857.0,16338.0,
60557,2008,143385.0,26910.0,
60577,2007,487.0,29904.0,
60979,2025,107509.0,29210.0,
61095,2016,35619.0,23241.0,
61576,2018,6531.0,21398.0,
61841,2004,62901.0,25516.0,
61919,2020,155829.0,28554.0,
62293,2008,106183.0,27264.0,
62577,2011,151426.0,22805.0,
62942,2020,143098.0,25125.0,
63354,2014,155461.0,,816.0
63426,2020,79130.0,26183.0,
63491,2000,12.0,,506.0
63595,2009,79536.0,28143.0,
63638,2004,133345.0,20309.0,
63700,2005,144476.0,22733.0,
63785,2009,199.0,21862.0,
63989,2008,77883.0,16826.0,
64054,2016,78256.0,27187.0,
64107,2018,73798.0,28077.0,
64600,2003,70344.0,17199.0,841.0
64660,2024,144342.0,,560.0
64855,2006,108088.0,23426.0,
65025,2009,106410.0,24165.0,
65119,2007,149350.0,22588.0,
65178,2025,120431.0,28963.0,
65334,2023,6653.0,27072.0,
65362,2025,8032.0,18826.0,
65448,2007,73552.0,17654.0,
65706,2024,70617.0,29219.0,
65790,2016,107997.0,27462.0,
66295,2009,66809.0,24476.0,
66497,2021,140378.0,20801.0,
66517,2010,149597.0,24698.0,
66639,2004,79399.0,65.0,1315.0
66796,2016,78659.0,19408.0,
66959,2018,143216.0,16541.0,
67009,2020,107967.0,19361.0,
67077,2009,151563.0,23577.0,
67332,2015,7810.0,28280.0,
67338,2020,74103.0,27633.0,
67368,2000,7637.0,114.0,80.0
67463,2019,143255.0,19573.0,
67526,2014,144919.0,26123.0,
67759,2020,149692.0,18045.0,
67978,2025,133494.0,20178.0,
68130,2025,79683.0,29833.0,
68162,2023,143545.0,20528.0,
68616,2024,133393.0,22888.0,
69122,2007,108814.0,23033.0,
69362,2013,143492.0,19248.0,
69744,2019,79052.0,28620.0,
69884,2018,151221.0,24835.0,
70211,2013,57674.0,27538.0,
70488,2010,133192.0,18936.0,
70649,2019,78443.0,24567.0,
70797,2008,62994.0,26325.0,
70841,2001,35525.0,18562.0,
71225,2022,73653.0,25328.0,
71291,2004,106042.0,27274.0,
71524,2018,107868.0,24783.0,
71901,2011,139847.0,25280.0,
71902,2004,140362.0,20001.0,
71954,2015,254.0,20310.0,
72055,2004,151509.0,28408.0,
72318,2023,105973.0,28144.0,
72367,2012,70984.0,29006.0,
72576,2023,57134.0,23553.0,
72658,2014,78314.0,24428.0,
72664,2011,63393.0,24564.0,
72738,2001,57461.0,26263.0,
72933,2020,143609.0,24867.0,
73235,2016,66993.0,21887.0,
73288,2024,140104.0,21373.0,
73446,2004,149259.0,,749.0
73473,2002,133697.0,28741.0,
73716,2015,74131.0,29049.0,
73718,2004,78605.0,24071.0,
73750,2013,105903.0,,515.0
73897,2021,500.0,23440.0,
74080,2022,120444.0,30078.0,
74290,2008,106407.0,18684.0,
74387,2003,73639.0,25814.0,
74529,2025,62761.0,21342.0,
74956,2007,35334.0,16675.0,
75009,2023,70993.0,29923.0,
75043,2012,6373.0,20671.0,
75133,2005,143341.0,27923.0,
75176,2007,77975.0,27916.0,
75277,2010,107873.0,29550.0,
75288,2018,79600.0,26031.0,
75389,2018,7683.0,209.0,296.0
75406,2013,151216.0,21575.0,
75593,2013,6226.0,17711.0,
75969,2020,120399.0,29390.0,
76046,2000,140432.0,23424.0,
76176,2007,58147.0,12705.0,
76539,2010,77905.0,23080.0,
76597,2013,151280.0,21509.0,
76830,2016,78725.0,16674.0,
76965,2013,66375.0,,442.0
77026,2022,105956.0,24778.0,
77082,2015,149708.0,28174.0,
77124,2002,139910.0,19065.0,
77412,2000,109256.0,3683.0,
77473,2000,107816.0,20398.0,
77517,2019,108705.0,26700.0,
78005,2017,6608.0,17289.0,
78016,2006,119823.0,17969.0,
78100,2021,73760.0,17504.0,
78153,2010,63511.0,25088.0,
78189,2006,149665.0,21664.0,
78239,2008,63523.0,25292.0,
78324,2019,70375.0,279.0,122.0
78675,2011,143277.0,28327.0,
78722,2002,108561.0,19775.0,
78730,2022,66605.0,26834.0,
78835,2020,57297.0,22366.0,
78879,2016,35176.0,,147.0
79082,2003,149637.0,29992.0,
79226,2004,,91.0,898.0
79582,2002,57428.0,835.0,
79904,2002,109037.0,27741.0,
80353,2012,66399.0,17876.0,
80737,2018,143351.0,22493.0,
81129,2005,151175.0,22586.0,
81170,2015,78998.0,29241.0,
81360,2005,151535.0,26534.0,
81401,2013,144388.0,24596.0,
81730,2017,143409.0,26161.0,
81823,2002,66434.0,27224.0,
81888,2014,36226.0,8730.0,
81960,2013,156035.0,27915.0,
81970,2015,119928.0,24053.0,
82203,2024,79832.0,18763.0,
82204,2009,7638.0,115.0,971.0
82285,2025,66773.0,23220.0,
82498,2002,66820.0,26880.0,
82503,2014,35314.0,16339.0,
83640,2004,6209.0,16665.0,
83732,2021,133783.0,24550.0,
83904,2000,78402.0,27654.0,
83931,2001,79674.0,19568.0,
84044,2000,6198.0,113.0,45.0
84244,2002,67149.0,4465.0,
84398,2004,294.0,27421.0,
84415,2012,106420.0,27736.0,
84591,2012,143343.0,28154.0,
84608,2023,35601.0,24096.0,
84728,2018,143079.0,20723.0,
84779,2023,108851.0,19649.0,
84931,2007,6407.0,26413.0,
85133,2017,184.0,21206.0,
85362,2017,156060.0,29355.0,
85952,2021,119758.0,,1316.0
86181,2011,133817.0,28881.0,
86371,2002,108690.0,19219.0,
86544,2019,57559.0,28908.0,
86572,2007,140092.0,21771.0,
86916,2022,140182.0,17142.0,
87010,2025,144613.0,27483.0,
87064,2000,6634.0,17460.0,
87073,2019,151080.0,,769.0
87076,2014,140006.0,19251.0,
87237,2006,139935.0,23719.0,
87357,2010,35590.0,21577.0,
87384,2010,143279.0,23022.0,
87448,2006,79618.0,17034.0,
87496,2022,66654.0,26965.0,
87545,2014,78527.0,3345.0,
87692,2017,70563.0,28763.0,
87736,2003,144889.0,27251.0,
87826,2025,70550.0,27917.0,
88345,2019,144896.0,30100.0,
88382,2022,73681.0,27495.0,
88450,2012,8193.0,23855.0,
88575,2001,144672.0,21849.0,
88861,2019,106321.0,28790.0,
88875,2010,149772.0,25210.0,
88934,2007,66883.0,18654.0,
89305,2024,63590.0,28148.0,
89476,2001,151072.0,187.0,283.0
89531,2005,144774.0,25830.0,
89551,2005,70883.0,26447.0,
89555,2004,8128.0,21784.0,
89717,2003,57507.0,28631.0,
89724,2014,,15.0,929.0
89911,2011,73986.0,29838.0,
90000,2004,109201.0,29876.0,
90075,2006,70760.0,17259.0,
90216,2008,6205.0,,743.0
90801,2005,106192.0,22849.0,
91037,2023,140121.0,16820.0,
91184,2003,70638.0,19903.0,
91210,2017,151588.0,24084.0,
91525,2019,70428.0,17752.0,
91620,2021,156144.0,28898.0,
91941,2007,6322.0,18493.0,
91967,2014,70947.0,26207.0,
92121,2014,79835.0,22721.0,
92131,2011,6815.0,27324.0,
92239,2003,133495.0,17137.0,
92400,2023,8472.0,28899.0,
92536,2009,133126.0,16902.0,578.0
92621,2001,8867.0,11093.0,
93231,2021,79644.0,19967.0,
93435,2006,73547.0,,1219.0
93505,2021,35702.0,25673.0,
93635,2024,80021.0,24062.0,
93729,2009,66612.0,18387.0,
93902,2013,108634.0,20785.0,
93996,2000,133563.0,23054.0,
94067,2017,70362.0,,123.0
94186,2024,133614.0,29516.0,
94226,2002,108613.0,18750.0,
94363,2019,63235.0,19521.0,
94844,2002,107791.0,24225.0,
95240,2003,6909.0,29038.0,
95342,2025,70762.0,17265.0,
95346,2022,140455.0,28888.0,
95485,2025,107813.0,25058.0,
95654,2004,119933.0,21035.0,
95796,2022,106250.0,19333.0,
95815,2014,151626.0,19202.0,
95988,2005,36179.0,7367.0,
96045,2004,151653.0,19835.0,
96347,2022,7693.0,224.0,1338.0
96665,2022,57300.0,27589.0,
96762,2021,131.0,29617.0,
97010,2023,79104.0,29057.0,
97199,2021,107581.0,22656.0,
97337,2015,62655.0,17148.0,
97355,2011,109209.0,2630.0,
97409,2014,133454.0,19290.0,
97450,2008,70730.0,21191.0,
97507,2005,66850.0,26308.0,
97761,2015,63123.0,27204.0,
97943,2014,108886.0,27170.0,
98094,2009,140273.0,18240.0,
98451,2013,78359.0,30067.0,
98484,2013,70828.0,22854.0,
98622,2018,151200.0,25379.0,
98786,2003,133645.0,25147.0,
98806,2017,57277.0,20637.0,
98950,2014,74130.0,26179.0,
99145,2025,144988.0,28072.0,
99304,2004,70701.0,19828.0,
99319,2018,70754.0,24599.0,
99352,2016,105964.0,21291.0,
99520,2000,63177.0,25342.0,
100246,2020,120162.0,20327.0,
100290,2012,149798.0,19846.0,
100733,2020,108854.0,21015.0,
100853,2005,144692.0,19565.0,
100866,2002,143023.0,16628.0,
101127,2007,63148.0,20296.0,
101203,2010,119695.0,54.0,1290.0
101852,2025,79788.0,28853.0,
102084,2005,66750.0,23256.0,
102534,2007,108956.0,24486.0,
102829,2012,133406.0,29140.0,
102947,2015,77877.0,24245.0,
102953,2004,80145.0,29490.0,
103272,2000,57475.0,26851.0,
103282,2003,119836.0,27971.0,
103314,2004,107661.0,25451.0,
103320,2018,66697.0,24259.0,
103639,2014,139798.0,,454.0
103640,2002,152352.0,13758.0,
103643,2016,8182.0,20155.0,
103765,2021,8403.0,29970.0,
104698,2017,7631.0,102.0,65.0
104872,2007,133667.0,19553.0,
104923,2014,106241.0,16996.0,
104968,2018,79926.0,20812.0,
105344,2023,78885.0,19672.0,
105431,2015,77949.0,26636.0,
105717,2022,62693.0,16494.0,
105999,2023,35865.0,21546.0,
106168,2022,73788.0,26228.0,
106196,2025,57442.0,20894.0,
106265,2006,133156.0,23157.0,
106564,2020,107608.0,23478.0,
106626,2022,78180.0,29520.0,
106748,2005,6495.0,21779.0,
106760,2012,109045.0,27805.0,
106905,2017,149258.0,,721.0
107055,2001,144922.0,20189.0,
107206,2009,78323.0,19110.0,
107493,2011,156088.0,29313.0,
107525,2010,105940.0,25460.0,
107532,2009,157.0,20342.0,
107844,2007,66496.0,28253.0,
108034,2022,155460.0,,240.0
108275,2009,151768.0,28007.0,
108296,2004,70724.0,22515.0,
108345,2009,155814.0,19471.0,
108380,2003,6321.0,28302.0,
108910,2009,141026.0,14143.0,
108986,2003,80013.0,18590.0,
109525,2019,35468.0,28055.0,
109719,2019,6540.0,22878.0,
109737,2003,63057.0,18432.0,
109955,2013,57618.0,20914.0,
110028,2022,133766.0,29604.0,
110047,2025,80151.0,29725.0,
110099,2006,78127.0,19151.0,
110167,2003,108855.0,21629.0,
110206,2015,140188.0,25639.0,
110294,2019,133505.0,20400.0,
110741,2002,63329.0,24092.0,
111082,2005,107460.0,,763.0
111141,2024,144554.0,19500.0,
111151,2006,107539.0,25910.0,
111243,2022,156092.0,29497.0,
111284,2006,139828.0,,540.0
111359,2014,143617.0,27934.0,
111365,2008,139861.0,24315.0,
111385,2018,57605.0,29342.0,
111667,2018,140037.0,27241.0,
111979,2002,35335.0,25484.0,
112139,2021,106401.0,23801.0,
112367,2008,133163.0,22687.0,
112686,2015,62805.0,27079.0,
112786,2008,73733.0,23645.0,
112970,2019,121.0,23113.0,
112984,2023,105916.0,,666.0
113198,2001,63515.0,28117.0,
113202,2013,57326.0,16750.0,
113419,2004,63410.0,24432.0,
113467,2016,57408.0,29041.0,
113582,2011,140084.0,27752.0,
113874,2016,73756.0,25270.0,
114220,2008,79538.0,16369.0,
114354,2001,7847.0,19098.0,
114874,2022,77977.0,27978.0,
114990,2009,209.0,17256.0,
115552,2017,79100.0,25239.0,
115605,2009,133138.0,17853.0,
115772,2005,149683.0,25469.0,
115948,2016,143107.0,17547.0,
115976,2011,36034.0,4446.0,
116193,2015,144685.0,17029.0,
116580,2010,151261.0,24469.0,
116642,2001,107999.0,25615.0,
117018,2003,6499.0,21791.0,
117418,2004,143117.0,21286.0,
117724,2025,78782.0,26733.0,
117774,2024,105926.0,23192.0,
117966,2014,107777.0,25051.0,
118158,2019,140235.0,22597.0,
118202,2023,155537.0,17812.0,
118260,2018,143021.0,16814.0,
118331,2007,133216.0,18724.0,
118413,2001,66515.0,17306.0,
118481,2016,78745.0,18610.0,
118553,2025,79540.0,25818.0,
118626,2004,7840.0,17769.0,
118633,2018,79937.0,21647.0,
118803,2002,7761.0,358.0,1306.0
119002,2009,79897.0,28197.0,
119127,2015,66754.0,25104.0,
119762,2022,133169.0,18514.0,
119851,2018,143272.0,16639.0,
119880,2012,107742.0,19669.0,
119919,2020,140406.0,22372.0,
119931,2006,6440.0,25809.0,
120292,2019,6378.0,20157.0,
120303,2024,63270.0,28668.0,
120317,2000,105981.0,17971.0,
120342,2006,6577.0,17135.0,
120359,2011,6481.0,29552.0,
120712,2004,344.0,18663.0,
121932,2015,66892.0,27586.0,
121945,2021,79092.0,24562.0,
122116,2008,35760.0,18484.0,
122138,2004,119701.0,,194.0
122166,2002,8062.0,22402.0,
122377,2024,149845.0,20916.0,
122399,2017,120284.0,23520.0,
122401,2013,151734.0,29537.0,
122431,2018,80079.0,28287.0,
122878,2025,35380.0,16359.0,
122981,2024,151096.0,21168.0,
122985,2018,73544.0,17609.0,759.0
123050,2018,63069.0,17771.0,
123067,2011,62768.0,16779.0,
123137,2004,57571.0,27051.0,
123305,2002,106031.0,26632.0,
123494,2009,133122.0,18923.0,737.0
123728,2015,78874.0,21998.0,
123805,2016,7932.0,27531.0,
123895,2009,57679.0,28017.0,
124375,2011,79033.0,26041.0,
124413,2002,73728.0,19200.0,
124484,2020,35792.0,24358.0,
124583,2016,144866.0,25135.0,
124733,2018,78727.0,27062.0,
124835,2008,108649.0,24250.0,
125021,2024,106455.0,27150.0,
125180,2022,108703.0,17128.0,
125364,2012,79518.0,16872.0,
126217,2004,57368.0,26077.0,
126349,2001,109135.0,28080.0,
126390,2025,78198.0,26257.0,
126797,2008,78862.0,28641.0,
126809,2002,73725.0,22481.0,
126810,2002,66631.0,28862.0,
127047,2013,120396.0,29198.0,
127228,2011,7652.0,156.0,91.0
127305,2008,57520.0,27228.0,
127548,2007,73892.0,17065.0,
127606,2020,144492.0,29757.0,
127715,2022,107259.0,15917.0,
127905,2009,133386.0,29631.0,
128018,2025,77876.0,17413.0,
128387,2005,57029.0,18534.0,
128572,2022,151562.0,26306.0,
128881,2023,133573.0,26864.0,
128964,2020,140454.0,28733.0,
129223,2015,79498.0,,1217.0
129425,2012,108785.0,25237.0,
129440,2002,78410.0,21908.0,
129531,2011,144990.0,28495.0,
129577,2025,35518.0,26332.0,
129888,2014,133523.0,26356.0,
130043,2001,73661.0,16905.0,
130137,2002,297.0,22458.0,
130624,2016,79632.0,16350.0,
130880,2005,155518.0,21315.0,
131060,2000,149865.0,22216.0,
131114,2022,106036.0,21403.0,
131447,2023,80083.0,26092.0,
131511,2019,35231.0,360.0,1317.0
131926,2025,78282.0,18449.0,
132140,2019,63264.0,20282.0,
132175,2018,485.0,26305.0,
132345,2012,151181.0,22170.0,
132347,2024,35347.0,22128.0,
132357,2014,63453.0,1013.0,
132447,2003,78740.0,18529.0,
132802,2017,63361.0,24075.0,
