car_id,problem_category
59236,VISIBILITY
66110,ELECTRICAL SYSTEM
75342,POWER TRAIN
205046,STRUCTURE
295243,ENGINE
75296,SEATS
191954,SERVICE BRAKES
250242,STEERING
235029,ENGINE
274616,STEERING
114784,ENGINE
156500,ENGINE
114579,POWER TRAIN
57920,ELECTRICAL SYSTEM
41350,POWER TRAIN
279485,ENGINE
287155,ENGINE
25942,STEERING
131689,ENGINE
79755,ENGINE
161476,EQUIPMENT
247254,VISIBILITY
137046,ELECTRICAL SYSTEM
36484,POWER TRAIN
111662,ELECTRICAL SYSTEM
70280,FUEL SYSTEM
16629,ELECTRICAL SYSTEM
241011,SERVICE BRAKES
299383,STEERING
268763,AIR BAGS
43667,ENGINE
82501,ENGINE
173836,FUEL/PROPULSION SYSTEM
279890,VISIBILITY
264062,STEERING
151480,AIR BAGS
8489,TIRES
44420,AIR BAGS
284837,ENGINE
242784,POWER TRAIN
239517,VEHICLE SPEED CONTROL
284242,VISIBILITY
22290,ENGINE
92500,POWER TRAIN
84716,SEATS
180072,ENGINE
26086,FORWARD COLLISION AVOIDANCE
247195,UNKNOWN
193480,STEERING
87697,ENGINE
106661,ENGINE
220869,SERVICE BRAKES
186480,SERVICE BRAKES
75007,LATCHES/LOCKS/LINKAGES
99032,ELECTRICAL SYSTEM
81298,ENGINE
238677,POWER TRAIN
130011,ENGINE
223569,ELECTRICAL SYSTEM
120740,ELECTRICAL SYSTEM
43987,ELECTRICAL SYSTEM
132436,ELECTRICAL SYSTEM
181657,ELECTRICAL SYSTEM
159335,SUSPENSION
171748,ELECTRICAL SYSTEM
89808,ENGINE
243414,ENGINE
250375,ELECTRICAL SYSTEM
291326,ENGINE
239086,SERVICE BRAKES
287415,STRUCTURE
122024,ENGINE
324,SERVICE BRAKES
12220,ENGINE
203025,STEERING
78931,AIR BAGS
50431,VEHICLE SPEED CONTROL
233641,ENGINE
126632,STRUCTURE
2790,STEERING
85409,ENGINE
152180,SEAT BELTS
16190,FORWARD COLLISION AVOIDANCE
102850,VISIBILITY
187972,STEERING
107097,ELECTRICAL SYSTEM
101918,ENGINE
90843,VEHICLE SPEED CONTROL
246520,VEHICLE SPEED CONTROL
290502,VISIBILITY
137378,STRUCTURE
265354,ENGINE
211289,AIR BAGS
46394,LATCHES/LOCKS/LINKAGES
213941,ENGINE
170976,ENGINE
219684,STEERING
35455,POWER TRAIN
40397,STEERING
229434,FORWARD COLLISION AVOIDANCE
169253,SERVICE BRAKES
179864,ENGINE
17664,POWER TRAIN
197559,SEAT BELTS
114966,ELECTRICAL SYSTEM
103639,STEERING
146763,ELECTRICAL SYSTEM
196374,VISIBILITY
118991,SERVICE BRAKES
251171,SERVICE BRAKES
126490,POWER TRAIN
250036,SERVICE BRAKES
43635,ELECTRICAL SYSTEM
59931,VEHICLE SPEED CONTROL
257346,BACK OVER PREVENTION
109329,SUSPENSION
187867,ELECTRICAL SYSTEM
181464,ENGINE
259583,FUEL SYSTEM
65210,FUEL SYSTEM
183683,VEHICLE SPEED CONTROL
69960,STRUCTURE
131893,ENGINE
293226,POWER TRAIN
48795,STEERING
190404,VISIBILITY
205502,FORWARD COLLISION AVOIDANCE
267947,ENGINE AND ENGINE COOLING
72448,POWER TRAIN
89174,SERVICE BRAKES
241789,STEERING
81896,FUEL/PROPULSION SYSTEM
64618,ENGINE
245474,SERVICE BRAKES
243285,ENGINE
268678,ENGINE AND ENGINE COOLING
30083,ENGINE
131556,FUEL SYSTEM
47018,ENGINE
299970,ENGINE AND ENGINE COOLING
263065,VISIBILITY
212392,FUEL SYSTEM
152954,SUSPENSION
258688,SERVICE BRAKES
117647,STEERING
256222,STRUCTURE
155002,STEERING
38370,ENGINE
298959,POWER TRAIN
229966,ENGINE
203933,ENGINE
256071,ENGINE
66451,ENGINE
214663,VEHICLE SPEED CONTROL
45958,VISIBILITY/WIPER
133725,STEERING
122837,ENGINE
248875,FUEL/PROPULSION SYSTEM
289589,EXTERIOR LIGHTING
187207,FORWARD COLLISION AVOIDANCE
243109,FORWARD COLLISION AVOIDANCE
115167,ELECTRICAL SYSTEM
99639,STRUCTURE
18667,POWER TRAIN
214304,FORWARD COLLISION AVOIDANCE
89140,ELECTRICAL SYSTEM
148891,SERVICE BRAKES
214398,WHEELS
198592,LATCHES/LOCKS/LINKAGES
202175,STRUCTURE
20820,EXTERIOR LIGHTING
225461,ELECTRICAL SYSTEM
291951,ENGINE
222782,STEERING
111342,POWER TRAIN
111730,ENGINE
69946,ELECTRICAL SYSTEM
273148,ENGINE
101552,VEHICLE SPEED CONTROL
203778,SERVICE BRAKES
163905,STRUCTURE
243045,SEAT BELTS
224944,ELECTRICAL SYSTEM
72860,ENGINE
273099,EQUIPMENT
271752,ENGINE
224564,AIR BAGS
77918,ENGINE
129978,ENGINE
26727,VEHICLE SPEED CONTROL
12577,BACK OVER PREVENTION
6912,POWER TRAIN
261504,FUEL SYSTEM
49136,ENGINE AND ENGINE COOLING
230693,POWER TRAIN
277963,STEERING
124577,ENGINE
90344,ENGINE
45338,SERVICE BRAKES
6190,ENGINE
103835,ELECTRICAL SYSTEM
201871,ELECTRICAL SYSTEM
169985,POWER TRAIN
249835,ENGINE
161348,FORWARD COLLISION AVOIDANCE
35209,POWER TRAIN
77108,ENGINE
97282,POWER TRAIN
229186,ELECTRICAL SYSTEM
934,ELECTRICAL SYSTEM
167219,LATCHES/LOCKS/LINKAGES
162074,ENGINE
82032,POWER TRAIN
205495,VISIBILITY
4217,ELECTRICAL SYSTEM
248493,SERVICE BRAKES
114796,FUEL SYSTEM
139529,FORWARD COLLISION AVOIDANCE
188976,EXTERIOR LIGHTING
6831,LATCHES/LOCKS/LINKAGES
62067,ELECTRICAL SYSTEM
184476,STRUCTURE
106356,ENGINE
127330,POWER TRAIN
58272,TIRES
201646,ENGINE
50924,ELECTRICAL SYSTEM
243345,ENGINE
295146,ENGINE
262754,ENGINE
44418,ELECTRICAL SYSTEM
112686,STRUCTURE
50722,ENGINE
24553,ENGINE
81339,ELECTRICAL SYSTEM
50442,ELECTRICAL SYSTEM
118355,SERVICE BRAKES
175961,ENGINE
53077,ENGINE
228621,ENGINE AND ENGINE COOLING
266543,ENGINE
17024,POWER TRAIN
215224,POWER TRAIN
46236,POWER TRAIN
163947,SERVICE BRAKES
112071,ELECTRICAL SYSTEM
64201,SEATS
185242,LATCHES/LOCKS/LINKAGES
90670,ENGINE AND ENGINE COOLING
288291,ELECTRICAL SYSTEM
59249,POWER TRAIN
78956,POWER TRAIN
21895,STRUCTURE
240644,POWER TRAIN
144787,ELECTRICAL SYSTEM
192032,POWER TRAIN
191009,ELECTRICAL SYSTEM
3954,ELECTRICAL SYSTEM
13961,STEERING
291521,STRUCTURE
159891,ENGINE
170231,ELECTRICAL SYSTEM
61254,ENGINE
30162,FUEL/PROPULSION SYSTEM
3434,ELECTRICAL SYSTEM
43065,STEERING
61691,WHEELS
25612,STEERING
47270,SERVICE BRAKES
171188,ELECTRICAL SYSTEM
132393,FUEL SYSTEM
23180,ENGINE
105528,ENGINE
175546,STEERING
2809,SERVICE BRAKES
254024,ENGINE AND ENGINE COOLING
176379,VISIBILITY/WIPER
153094,POWER TRAIN
149725,SERVICE BRAKES
209392,SERVICE BRAKES
248700,POWER TRAIN
157223,SERVICE BRAKES
149269,AIR BAGS
48434,FUEL/PROPULSION SYSTEM
280765,ENGINE
50091,ENGINE
112564,ENGINE
149529,ENGINE
183084,SUSPENSION
80670,ENGINE
264739,STEERING
177950,ELECTRICAL SYSTEM
46556,STEERING
66199,VEHICLE SPEED CONTROL
16580,FUEL SYSTEM
125295,STEERING
99130,EXTERIOR LIGHTING
235112,AIR BAGS
15357,SERVICE BRAKES
128952,TIRES
33331,VEHICLE SPEED CONTROL
206028,POWER TRAIN
222664,SERVICE BRAKES
221468,EXTERIOR LIGHTING
198582,SUSPENSION
40829,VISIBILITY
226371,STEERING
3316,FUEL SYSTEM
80549,ENGINE
269606,VEHICLE SPEED CONTROL
280306,SERVICE BRAKES
139831,ENGINE
29111,ENGINE
33908,STRUCTURE
157477,SERVICE BRAKES
238879,STEERING
185221,AIR BAGS
201561,POWER TRAIN
167882,ENGINE
141694,ENGINE
52398,AIR BAGS
43850,LATCHES/LOCKS/LINKAGES
171208,SERVICE BRAKES
63774,VEHICLE SPEED CONTROL
35058,AIR BAGS
33646,LATCHES/LOCKS/LINKAGES
198088,POWER TRAIN
154775,ENGINE
272961,VEHICLE SPEED CONTROL
59646,AIR BAGS
16150,ENGINE AND ENGINE COOLING
255095,SERVICE BRAKES
195265,POWER TRAIN
244202,AIR BAGS
251008,FORWARD COLLISION AVOIDANCE
248668,STEERING
269643,SEAT BELTS
297572,VISIBILITY/WIPER
153436,VEHICLE SPEED CONTROL
206947,POWER TRAIN
11720,ENGINE
224815,ELECTRICAL SYSTEM
255680,AIR BAGS
277701,SEAT BELTS
279557,POWER TRAIN
175558,ENGINE
284001,ENGINE
182388,AIR BAGS
38296,POWER TRAIN
15382,STRUCTURE
173201,SERVICE BRAKES
235483,POWER TRAIN
267962,LATCHES/LOCKS/LINKAGES
4196,ENGINE
177103,SERVICE BRAKES
200422,SERVICE BRAKES
238683,POWER TRAIN
8006,ENGINE AND ENGINE COOLING
290688,ENGINE
166551,TIRES
271770,VEHICLE SPEED CONTROL
270308,SERVICE BRAKES
20570,ENGINE
63645,EXTERIOR LIGHTING
239654,SERVICE BRAKES
39745,POWER TRAIN
101524,ENGINE
45988,POWER TRAIN
39654,FUEL/PROPULSION SYSTEM
272738,ENGINE AND ENGINE COOLING
104595,SERVICE BRAKES
292138,AIR BAGS
111719,SERVICE BRAKES
254550,STEERING
132352,ENGINE
209971,STEERING
197017,ENGINE
84189,STEERING
73482,EQUIPMENT
248268,FORWARD COLLISION AVOIDANCE
160386,ENGINE
78367,ENGINE
159648,STEERING
159557,FUEL/PROPULSION SYSTEM
86665,POWER TRAIN
152770,FUEL/PROPULSION SYSTEM
100072,SERVICE BRAKES
272375,POWER TRAIN
7193,EXTERIOR LIGHTING
278154,POWER TRAIN
260328,POWER TRAIN
294490,STRUCTURE
87736,VEHICLE SPEED CONTROL
138199,ENGINE
249084,ENGINE AND ENGINE COOLING
185197,ENGINE
102106,ELECTRICAL SYSTEM
173708,AIR BAGS
100673,ELECTRICAL SYSTEM
296750,EQUIPMENT
219928,POWER TRAIN
79075,STEERING
52892,LATCHES/LOCKS/LINKAGES
162943,ELECTRICAL SYSTEM
3076,FUEL SYSTEM
143207,ENGINE
203051,POWER TRAIN
89282,ENGINE AND ENGINE COOLING
297085,STEERING
204801,ENGINE AND ENGINE COOLING
73949,ENGINE
745,SERVICE BRAKES
251284,EXTERIOR LIGHTING
255815,POWER TRAIN
95459,FORWARD COLLISION AVOIDANCE
263701,ELECTRICAL SYSTEM
145262,VEHICLE SPEED CONTROL
241427,ENGINE
201752,POWER TRAIN
257278,AIR BAGS
142073,ELECTRICAL SYSTEM
49899,FORWARD COLLISION AVOIDANCE
201123,STEERING
15719,ELECTRICAL SYSTEM
237278,BACK OVER PREVENTION
212466,FORWARD COLLISION AVOIDANCE
94459,WHEELS
278572,SERVICE BRAKES
193678,VEHICLE SPEED CONTROL
153057,ENGINE
216368,FUEL SYSTEM
148886,SERVICE BRAKES
48822,ENGINE
50313,ENGINE
96045,ENGINE AND ENGINE COOLING
120384,SERVICE BRAKES
262876,FUEL SYSTEM
170422,ELECTRICAL SYSTEM
102580,ELECTRICAL SYSTEM
46170,ENGINE
126382,VISIBILITY
26068,SERVICE BRAKES
33713,TIRES
238815,SERVICE BRAKES
35355,SERVICE BRAKES
137078,POWER TRAIN
65334,VISIBILITY
21349,SEAT BELTS
24760,SUSPENSION
44194,ELECTRICAL SYSTEM
1903,SERVICE BRAKES
57451,POWER TRAIN
288010,ENGINE
57528,SEATS
37520,POWER TRAIN
67458,FUEL/PROPULSION SYSTEM
125238,ENGINE
57488,SERVICE BRAKES
183582,ELECTRICAL SYSTEM
47025,ELECTRICAL SYSTEM
293453,VISIBILITY
57385,FORWARD COLLISION AVOIDANCE
76531,ENGINE
109737,VISIBILITY
298515,ENGINE
59259,VISIBILITY
182485,ENGINE
250029,ELECTRICAL SYSTEM
54940,POWER TRAIN
239442,POWER TRAIN
36981,ENGINE
292547,ENGINE
25248,ENGINE
26807,POWER TRAIN
37018,SERVICE BRAKES
102953,POWER TRAIN
175872,ELECTRICAL SYSTEM
142041,STRUCTURE
118971,ENGINE
103684,STRUCTURE
151500,VISIBILITY
98002,ENGINE
105446,ENGINE
134677,ELECTRICAL SYSTEM
262924,POWER TRAIN
78324,FUEL SYSTEM
239786,ELECTRICAL SYSTEM
215747,ENGINE
286184,FUEL/PROPULSION SYSTEM
122844,POWER TRAIN
44085,STEERING
97598,FUEL SYSTEM
148909,POWER TRAIN
280221,FUEL/PROPULSION SYSTEM
53139,POWER TRAIN
277543,STRUCTURE
105090,VISIBILITY
242320,ENGINE
73038,ENGINE
21852,POWER TRAIN
200454,ENGINE
9530,SERVICE BRAKES
195371,ENGINE
87143,ENGINE
154069,AIR BAGS
292359,FUEL SYSTEM
236600,EXTERIOR LIGHTING
164617,VISIBILITY
299697,ENGINE
126094,ENGINE
260735,VISIBILITY
157805,STRUCTURE
16160,ELECTRICAL SYSTEM
256078,STRUCTURE
120049,ENGINE
241163,ENGINE
152522,TIRES
212907,POWER TRAIN
6748,EXTERIOR LIGHTING
65557,ELECTRICAL SYSTEM
210818,ENGINE
291586,SERVICE BRAKES
921,SERVICE BRAKES
141201,LATCHES/LOCKS/LINKAGES
11762,POWER TRAIN
288832,WHEELS
116193,VEHICLE SPEED CONTROL
261992,SERVICE BRAKES
28990,SEATS
151343,VEHICLE SPEED CONTROL
168948,ENGINE
298609,ENGINE
16584,LATCHES/LOCKS/LINKAGES
293121,ELECTRICAL SYSTEM
154484,ELECTRICAL SYSTEM
135834,POWER TRAIN
104083,POWER TRAIN
269208,POWER TRAIN
92983,AIR BAGS
121298,POWER TRAIN
42971,STEERING
147392,STRUCTURE
286761,TIRES
221724,EQUIPMENT
184785,ENGINE
86960,VISIBILITY
134530,POWER TRAIN
224377,LANE DEPARTURE
175732,SERVICE BRAKES
114622,ENGINE
162416,POWER TRAIN
251646,POWER TRAIN
7431,POWER TRAIN
33353,ENGINE
246371,AIR BAGS
162709,AIR BAGS
277441,POWER TRAIN
28541,ENGINE
144853,ELECTRICAL SYSTEM
19716,TIRES
126212,ENGINE
119632,ENGINE
42672,AIR BAGS
36312,FORWARD COLLISION AVOIDANCE
163164,POWER TRAIN
96082,FUEL SYSTEM
188941,VISIBILITY
24412,AIR BAGS
235084,POWER TRAIN
105419,STEERING
198253,SUSPENSION
149517,LATCHES/LOCKS/LINKAGES
82273,SERVICE BRAKES
94473,ENGINE
120744,ENGINE
288691,SERVICE BRAKES
296422,ENGINE AND ENGINE COOLING
290444,STEERING
202451,VISIBILITY
21023,ENGINE AND ENGINE COOLING
189312,ENGINE
51665,AIR BAGS
155860,SERVICE BRAKES
155722,POWER TRAIN
105829,STEERING
293683,POWER TRAIN
165588,POWER TRAIN
58907,STEERING
261870,ENGINE
283541,POWER TRAIN
38262,ELECTRICAL SYSTEM
31848,STRUCTURE
7065,POWER TRAIN
246982,ENGINE
106090,LATCHES/LOCKS/LINKAGES
223334,UNKNOWN
38863,STRUCTURE
62381,ENGINE
167806,VISIBILITY
42045,STEERING
293990,SERVICE BRAKES
71868,ENGINE AND ENGINE COOLING
94823,ELECTRICAL SYSTEM
235924,ENGINE
25370,SERVICE BRAKES
190206,POWER TRAIN
119667,ENGINE
93243,TIRES
231537,ENGINE
43620,EXTERIOR LIGHTING
55950,SERVICE BRAKES
145287,AIR BAGS
263659,STEERING
228159,ENGINE AND ENGINE COOLING
171096,VEHICLE SPEED CONTROL
124326,SEAT BELTS
19343,SERVICE BRAKES
165678,POWER TRAIN
182649,FUEL SYSTEM
40811,ELECTRICAL SYSTEM
293345,ENGINE
98339,POWER TRAIN
77074,ELECTRICAL SYSTEM
7779,ENGINE
40466,ELECTRICAL SYSTEM
126823,FUEL SYSTEM
106191,SERVICE BRAKES
12269,POWER TRAIN
282346,STEERING
148779,SERVICE BRAKES
202070,ENGINE
124165,SERVICE BRAKES
58815,STEERING
179971,STEERING
137216,TIRES
8625,ENGINE
183651,ENGINE
174312,ELECTRICAL SYSTEM
144276,AIR BAGS
221371,FORWARD COLLISION AVOIDANCE
17256,ELECTRICAL SYSTEM
277341,ENGINE
15644,ENGINE
171651,POWER TRAIN
98479,ELECTRICAL SYSTEM
218158,ENGINE
215936,ENGINE AND ENGINE COOLING
8768,STRUCTURE
21792,ENGINE
152277,ENGINE
121165,SERVICE BRAKES
275085,SERVICE BRAKES
280496,AIR BAGS
170091,SERVICE BRAKES
209173,EQUIPMENT
169029,ENGINE
17246,FUEL SYSTEM
95499,AIR BAGS
182690,VISIBILITY
97259,ENGINE
141189,FORWARD COLLISION AVOIDANCE
110472,POWER TRAIN
178625,VISIBILITY
37838,SERVICE BRAKES
245765,ENGINE
216357,STEERING
109056,ENGINE
65196,SERVICE BRAKES
238707,ENGINE
185091,FORWARD COLLISION AVOIDANCE
19434,POWER TRAIN
225973,ENGINE
167917,FUEL SYSTEM
275766,SERVICE BRAKES
25159,ELECTRICAL SYSTEM
281178,LATCHES/LOCKS/LINKAGES
131,POWER TRAIN
185123,ELECTRICAL SYSTEM
219200,SEATS
140481,FUEL SYSTEM
233386,FUEL SYSTEM
91844,VISIBILITY/WIPER
147801,POWER TRAIN
139311,SERVICE BRAKES
37411,POWER TRAIN
75565,ELECTRICAL SYSTEM
293933,POWER TRAIN
186201,SERVICE BRAKES
200860,FORWARD COLLISION AVOIDANCE
68667,POWER TRAIN
21056,ENGINE
284301,POWER TRAIN
54105,VISIBILITY
62512,LATCHES/LOCKS/LINKAGES
84187,ENGINE
13126,ENGINE
254757,AIR BAGS
94877,ENGINE
157437,ELECTRICAL SYSTEM
173887,SERVICE BRAKES
278096,POWER TRAIN
278510,SERVICE BRAKES
62170,SERVICE BRAKES
297685,SERVICE BRAKES
255892,STEERING
25866,ELECTRICAL SYSTEM
163394,STRUCTURE
122631,ENGINE
191242,ELECTRICAL SYSTEM
73111,STEERING
184826,VISIBILITY
123305,SEAT BELTS
121475,POWER TRAIN
42631,ELECTRICAL SYSTEM
2735,ENGINE
72236,ENGINE
159627,ENGINE
95701,ENGINE
9987,ENGINE
175015,POWER TRAIN
254302,ENGINE
295622,SEATS
98495,ENGINE
84517,POWER TRAIN
254320,STEERING
43209,BACK OVER PREVENTION
31469,ELECTRICAL SYSTEM
288926,ENGINE
285658,POWER TRAIN
77187,SERVICE BRAKES
181671,SERVICE BRAKES
207113,ENGINE
239489,EXTERIOR LIGHTING
4527,ENGINE
143496,STEERING
47436,WHEELS
71486,BACK OVER PREVENTION
64221,POWER TRAIN
217978,STEERING
7842,ENGINE
131307,ENGINE
35866,FUEL SYSTEM
97501,POWER TRAIN
244251,FUEL SYSTEM
202447,POWER TRAIN
183478,AIR BAGS
296491,FORWARD COLLISION AVOIDANCE
77162,VEHICLE SPEED CONTROL
192909,FORWARD COLLISION AVOIDANCE
192889,STRUCTURE
190569,ELECTRICAL SYSTEM
5765,POWER TRAIN
87620,SERVICE BRAKES
163163,ENGINE
173007,STRUCTURE
285963,FUEL SYSTEM
24375,FORWARD COLLISION AVOIDANCE
61835,ELECTRICAL SYSTEM
297346,ENGINE
141803,ELECTRICAL SYSTEM
14573,ELECTRICAL SYSTEM
48656,ENGINE
155815,WHEELS
166050,VISIBILITY
171623,AIR BAGS
117793,SERVICE BRAKES
154944,SEATS
48106,ENGINE
114503,ENGINE
231491,ENGINE
60577,AIR BAGS
255312,ENGINE
52908,ENGINE
60653,VISIBILITY
113467,ENGINE
261135,POWER TRAIN
241194,TIRES
124080,FUEL/PROPULSION SYSTEM
80495,STEERING
134697,ELECTRICAL SYSTEM
248055,VISIBILITY
177598,POWER TRAIN
10854,VEHICLE SPEED CONTROL
274171,POWER TRAIN
293275,STEERING
79236,ENGINE
151987,STEERING
37295,WHEELS
139119,EXTERIOR LIGHTING
52278,VISIBILITY
28796,SERVICE BRAKES
197566,ENGINE AND ENGINE COOLING
115988,STEERING
55742,FUEL SYSTEM
40149,SEAT BELTS
14766,ELECTRICAL SYSTEM
63995,FUEL SYSTEM
233218,ENGINE
137423,ENGINE
123580,POWER TRAIN
295506,ENGINE
229944,LATCHES/LOCKS/LINKAGES
238479,VISIBILITY
230922,FUEL SYSTEM
179848,ELECTRICAL SYSTEM
95279,STRUCTURE
35531,ENGINE
23269,ENGINE
250195,FUEL/PROPULSION SYSTEM
127501,SERVICE BRAKES
261219,VEHICLE SPEED CONTROL
127817,ENGINE
162076,SERVICE BRAKES
165450,FUEL/PROPULSION SYSTEM
165329,EQUIPMENT
207543,ENGINE
102832,SUSPENSION
256586,ENGINE
203794,ENGINE
66122,STEERING
171447,FUEL SYSTEM
211754,VISIBILITY
160309,SEAT BELTS
195399,AIR BAGS
243113,VEHICLE SPEED CONTROL
15949,AIR BAGS
143894,STEERING
157021,VEHICLE SPEED CONTROL
120600,AIR BAGS
56394,STEERING
255266,ENGINE
181823,SUSPENSION
238619,ENGINE
112358,ELECTRICAL SYSTEM
98567,STEERING
253955,POWER TRAIN
9584,TIRES
272642,POWER TRAIN
79841,VISIBILITY
55992,ENGINE
27273,LANE DEPARTURE
83532,POWER TRAIN
186870,POWER TRAIN
28476,ENGINE
199480,FORWARD COLLISION AVOIDANCE
98881,ENGINE
2952,VEHICLE SPEED CONTROL
194440,AIR BAGS
161949,ENGINE
48020,POWER TRAIN
150952,ENGINE
173561,SEAT BELTS
222123,FUEL SYSTEM
226865,POWER TRAIN
32560,FUEL SYSTEM
200832,TIRES
165619,FUEL/PROPULSION SYSTEM
212336,AIR BAGS
291430,POWER TRAIN
217849,VISIBILITY/WIPER
229486,SERVICE BRAKES
200833,ENGINE
172870,POWER TRAIN
257745,ENGINE
170679,STEERING
40045,ELECTRICAL SYSTEM
208168,VISIBILITY
269048,STRUCTURE
138792,ENGINE
127905,EQUIPMENT
20324,ENGINE
245883,STRUCTURE
69833,SEATS
24267,FUEL SYSTEM
96044,POWER TRAIN
15165,ELECTRICAL SYSTEM
62317,ENGINE
64273,ELECTRICAL SYSTEM
59969,POWER TRAIN
