index,car_id,problem_category
109,281299,power train
110,164868,power train
111,177120,engine
112,257882,forward collision avoidance
113,34931,engine
114,84671,service brakes
115,299304,air bags
116,65877,exterior lighting
117,204001,electrical system
118,13694,electrical system
119,24609,air bags
120,129407,electrical system
121,20654,power train
122,231680,forward collision avoidance
123,36984,engine and engine cooling
124,190994,steering
125,203918,steering
126,254905,electrical system
127,121826,back over prevention
128,291660,steering
129,172460,exterior lighting
130,51738,electrical system
131,247486,engine and engine cooling
132,91089,power train
133,60829,electrical system
134,245118,service brakes
135,225683,electrical system
136,181856,engine
137,276239,steering
138,138284,structure
139,224753,lane departure
140,241987,structure
141,257826,electrical system
142,55781,electrical system
143,239079,visibility/wiper
144,86571,steering
145,202435,steering
146,285609,fuel/propulsion system
147,223244,forward collision avoidance
148,203223,electrical system
149,152611,power train
150,139542,vehicle speed control
151,109120,steering
152,122980,power train
153,89684,electrical system
154,77075,engine
155,6937,engine
156,274109,forward collision avoidance
157,162302,fuel/propulsion system
158,34284,structure
159,45589,air bags
160,288646,exterior lighting
161,144832,electrical system
162,20058,engine
163,278291,electrical system
164,181292,power train
165,298495,structure
166,173674,engine
167,94187,steering
168,24694,exterior lighting
169,14794,electrical system
170,4919,power train
171,144495,structure
172,203705,power train
173,98000,structure
174,270996,vehicle speed control
175,256779,steering
176,287806,service brakes
177,196704,seat belts
178,106038,forward collision avoidance
179,98750,air bags
180,41659,electrical system
181,169263,suspension
182,71667,power train
183,190690,engine
184,69669,power train
185,22870,fuel system
186,189776,steering
187,2854,power train
188,237317,forward collision avoidance
189,190804,electrical system
190,118715,electrical system
191,243323,engine
192,282133,electrical system
193,182642,engine
194,241433,electrical system
195,130921,electrical system
196,7966,steering
197,260467,electrical system
198,171989,structure
199,163705,engine
200,269239,power train
201,41319,engine
202,134825,engine
203,80955,electrical system
204,166259,back over prevention
205,76506,electrical system
206,194723,seats
207,228104,service brakes
208,285885,power train
209,270346,engine
210,260089,engine
211,207524,engine
212,191096,electrical system
213,31841,service brakes
214,295861,visibility
215,45124,electrical system
216,144663,visibility/wiper
217,9282,forward collision avoidance
218,93797,power train
219,61901,visibility/wiper
220,34343,electrical system
221,268277,visibility/wiper
222,18215,service brakes
223,37497,power train
224,285727,service brakes
225,200188,wheels
226,128225,engine
227,57722,electrical system
228,92449,power train
229,296516,fuel/propulsion system
230,100183,electrical system
231,183111,electrical system
232,248476,air bags
233,2016,power train
234,61583,structure
235,105832,engine
236,148845,power train
237,255113,power train
238,105133,exterior lighting
239,17453,fuel system
240,55429,vehicle speed control
241,205435,service brakes
242,156164,engine
243,55298,electrical system
244,131742,equipment
245,223481,engine
246,279940,service brakes
247,231828,forward collision avoidance
248,204477,power train
249,179703,structure
250,128450,exterior lighting
251,173044,fuel system
252,120937,electrical system
253,296424,back over prevention
254,224091,forward collision avoidance
255,25929,power train
256,156552,electrical system
257,188084,service brakes
258,164208,structure
259,82312,forward collision avoidance
260,131580,back over prevention
261,163946,suspension
262,282634,service brakes
263,220198,back over prevention
264,188000,electrical system
265,167022,power train
266,8846,engine
267,171280,fuel system
268,171487,power train
269,9897,engine
270,113177,steering
271,39191,steering
272,240533,structure
273,55870,electrical system
274,67644,steering
275,88445,electrical system
276,206156,electrical system
277,213006,electrical system
278,168947,structure
279,222980,service brakes
280,122710,power train
281,167821,steering
282,123736,visibility/wiper
283,251179,air bags
284,266322,lane departure
285,109950,electrical system
286,63176,engine
287,219354,structure
288,10852,service brakes
289,147672,electrical system
290,49260,power train
291,2600,electrical system
292,173187,service brakes
293,282921,steering
294,174939,power train
295,94550,engine and engine cooling
296,202909,electrical system
297,277152,power train
298,260924,service brakes
299,240052,steering
300,143260,wheels
301,100230,engine and engine cooling
302,234967,service brakes
303,183014,wheels
304,65462,power train
305,187053,lane departure
306,52975,wheels
307,280923,electrical system
308,204686,visibility/wiper
309,180409,electrical system
310,198663,engine
311,26273,exterior lighting
312,95122,fuel/propulsion system
313,10548,service brakes
314,220028,power train
315,157043,visibility/wiper
316,231928,engine
317,182885,vehicle speed control
318,132905,forward collision avoidance
319,243435,electrical system
320,160124,service brakes
321,217634,service brakes
322,109254,electrical system
323,182011,steering
324,189972,visibility
325,209896,power train
326,191612,service brakes
327,35339,power train
328,129196,engine
329,223468,service brakes
330,298310,visibility/wiper
331,201306,power train
332,246581,power train
333,131250,engine
334,264011,air bags
335,52617,electrical system
336,21972,electrical system
337,78738,power train
338,201017,electrical system
339,199484,steering
340,186514,suspension
341,239020,tires
342,97570,wheels
343,24684,suspension
344,32162,exterior lighting
345,103488,air bags
346,159100,electrical system
347,155845,power train
348,108971,visibility/wiper
349,116116,back over prevention
350,224852,steering
351,162177,fuel system
352,265630,electrical system
353,116514,service brakes
354,134426,power train
355,121175,fuel/propulsion system
356,188516,steering
357,285769,engine
358,266474,vehicle speed control
359,71048,steering
360,274872,seat belts
361,196620,exterior lighting
362,30248,steering
363,5736,engine
364,61162,electrical system
365,198637,electrical system
366,32391,service brakes
367,278245,service brakes
368,229053,electrical system
369,222347,engine
370,4754,vehicle speed control
371,130776,power train
372,40867,engine
373,54747,air bags
374,207477,power train
375,55912,service brakes
376,267389,vehicle speed control
377,149635,electrical system
378,241994,fuel/propulsion system
379,110155,fuel/propulsion system
380,148257,electrical system
381,79693,power train
382,295079,electrical system
383,211018,engine
384,258610,electrical system
385,280869,electrical system
386,18078,power train
387,299085,engine
388,51500,engine
389,149123,seats
390,61608,visibility/wiper
391,296906,visibility/wiper
392,150896,visibility/wiper
393,151413,electrical system
394,50474,forward collision avoidance
395,36922,power train
396,180029,engine
397,181032,power train
398,9046,power train
399,260472,visibility/wiper
400,53289,structure
401,20463,electrical system
402,206686,power train
403,274475,electrical system
404,97629,power train
405,251162,power train
406,183852,steering
407,46193,power train
408,65283,service brakes
409,146604,service brakes
410,224017,electrical system
411,154148,vehicle speed control
412,187768,steering
413,190444,power train
414,137838,electrical system
415,288120,electrical system
416,113182,power train
417,238362,structure
418,207635,electrical system
419,197855,steering
420,232689,electrical system
421,257419,vehicle speed control
422,110682,electrical system
423,169181,power train
424,15431,engine
425,71450,visibility/wiper
426,268600,power train
427,136383,electrical system
428,276103,suspension
429,134904,engine and engine cooling
430,244701,power train
431,182814,service brakes
432,224866,electrical system
433,88548,visibility/wiper
434,151366,power train
435,250390,power train
436,99311,steering
437,226107,steering
438,214148,vehicle speed control
439,29820,fuel system
440,139160,engine
441,292726,service brakes
442,198130,power train
443,110291,forward collision avoidance
444,41740,steering
445,198514,engine
446,9159,power train
447,174493,suspension
448,274513,engine
449,87338,visibility/wiper
450,122086,electrical system
451,10988,power train
452,207091,electrical system
453,17146,electrical system
454,63715,seats
455,124046,engine
456,119386,electrical system
457,77302,engine
458,113082,forward collision avoidance
459,166923,electrical system
460,290453,air bags
461,141497,power train
462,156756,electrical system
463,235366,service brakes
464,199707,electrical system
465,106267,engine
466,59072,vehicle speed control
467,37606,forward collision avoidance
468,275404,electrical system
469,242026,engine
470,56739,electrical system
471,294418,steering
472,169734,service brakes
473,225058,engine
474,91210,visibility/wiper
475,247208,service brakes
476,85174,electrical system
477,89468,electrical system
478,157125,structure
479,120672,electrical system
480,26368,power train
481,155966,power train
482,238956,service brakes
483,214336,structure
484,219031,electrical system
485,206355,power train
486,73107,suspension
487,278227,electrical system
488,42801,air bags
489,162666,steering
490,280038,engine
491,182500,seats
492,17797,power train
493,33655,power train
494,194527,forward collision avoidance
495,28138,electrical system
496,43429,engine and engine cooling
497,236818,electrical system
498,217664,electrical system
499,244127,power train
500,241936,engine
501,84008,vehicle speed control
502,247038,electrical system
503,11040,power train
504,134494,electrical system
505,62104,power train
506,53742,power train
507,220335,power train
508,185136,steering
509,90477,steering
510,293966,power train
511,217588,air bags
512,57403,tires
513,61325,electrical system
514,40789,structure
515,243868,power train
516,83171,visibility/wiper
517,69016,power train
518,43158,engine
519,37927,power train
520,277004,electrical system
521,236315,structure
522,245902,tires
523,261647,steering
524,60938,engine
525,272298,fuel system
526,149029,engine
527,237339,tires
528,97754,forward collision avoidance
529,256880,service brakes
530,221252,engine
531,23534,engine
532,37874,equipment
533,184661,back over prevention
534,133416,electrical system
535,291866,engine
536,128999,electrical system
537,269725,steering
538,227551,wheels
539,165360,engine
540,132738,engine
541,180334,electrical system
542,227399,service brakes
543,163188,wheels
544,224644,engine
545,289271,service brakes
546,267259,service brakes
547,127246,engine and engine cooling
548,77942,engine and engine cooling
549,111019,power train
550,170173,electrical system
551,106765,steering
552,138631,power train
553,187285,fuel system
554,258645,power train
555,39046,power train
556,127678,electrical system
557,162005,power train
558,278685,electrical system
559,186871,engine
560,105814,service brakes
561,69616,engine and engine cooling
562,49153,fuel/propulsion system
563,120071,power train
564,198971,air bags
565,248754,steering
566,198541,electrical system
567,114664,steering
568,182660,structure
569,125486,electrical system
570,280257,engine and engine cooling
571,293401,power train
572,63291,structure
573,275300,steering
574,113824,power train
575,49965,power train
576,76429,power train
577,138746,steering
578,291596,fuel system
579,155214,air bags
580,110800,visibility/wiper
581,49692,electrical system
582,215021,power train
583,31135,power train
584,276041,tires
585,255691,vehicle speed control
586,290674,service brakes
587,77945,fuel/propulsion system
588,49391,engine
589,47411,service brakes
590,35325,electrical system
591,291275,power train
592,134570,seat belts
593,129798,service brakes
594,89064,engine
595,176658,service brakes
596,18629,engine
597,8027,exterior lighting
598,168721,power train
599,232753,steering
600,291644,vehicle speed control
601,244251,fuel system
602,251743,seats
603,74374,power train
604,84148,engine
605,177538,power train
606,103062,power train
607,293431,air bags
608,142996,air bags
609,177694,electrical system
610,60346,fuel system
611,178306,equipment
612,21114,service brakes
613,24805,air bags
614,87227,forward collision avoidance
615,280988,suspension
616,44588,air bags
617,81280,steering
618,212735,engine and engine cooling
619,199671,seat belts
620,105452,electrical system
621,296994,electrical system
622,112092,power train
623,97639,engine
624,254725,electrical system
625,24404,structure
626,174457,electrical system
627,250246,engine and engine cooling
628,130545,vehicle speed control
629,143974,electrical system
630,216000,fuel/propulsion system
631,35983,power train
632,82278,electrical system
633,258942,structure
634,146983,electrical system
635,94685,service brakes
636,179697,engine
637,33383,service brakes
638,96852,power train
639,163414,fuel/propulsion system
640,279850,steering
641,285211,fuel system
642,174142,air bags
643,270447,power train
644,214608,power train
645,163002,lane departure
646,47292,structure
647,101565,service brakes
648,144889,steering
649,237353,engine
650,298259,power train
651,105589,power train
652,14538,power train
653,2554,engine
654,62324,service brakes
655,15608,electrical system
656,207427,power train
657,54240,power train
658,275666,engine
659,59351,fuel system
660,140361,air bags
661,270754,power train
662,47327,structure
663,11794,forward collision avoidance
664,25630,visibility
665,214878,steering
666,17968,electrical system
667,275090,service brakes
668,270212,service brakes
669,10161,engine
670,255326,power train
671,212023,steering
672,185953,tires
673,29527,structure
674,235448,forward collision avoidance
675,192492,back over prevention
676,239464,electrical system
677,79058,electrical system
678,15291,engine
679,274296,visibility/wiper
680,97098,power train
681,105528,electrical system
682,180597,seat belts
683,193766,service brakes
684,173269,steering
685,188265,steering
686,228159,engine
687,231961,back over prevention
688,235421,exterior lighting
689,71314,power train
690,157012,fuel/propulsion system
691,151739,electrical system
692,173125,air bags
693,265722,electrical system
694,30207,exterior lighting
695,31167,structure
696,214929,electrical system
697,297292,power train
698,13240,seats
699,22719,steering
700,292536,structure
701,144027,service brakes
702,173318,power train
703,203051,power train
704,124856,steering
705,155860,engine and engine cooling
706,24979,power train
707,101168,service brakes
708,39993,electrical system
709,272562,engine
710,278506,electrical system
711,46444,power train
712,62837,air bags
713,155564,engine
714,153238,engine
715,65977,fuel/propulsion system
716,130106,vehicle speed control
717,174046,engine and engine cooling
718,255626,power train
719,297431,tires
720,11393,steering
721,248074,wheels
722,11396,wheels
723,8018,fuel/propulsion system
724,178299,electrical system
725,193469,steering
726,206003,power train
727,168396,power train
728,177263,engine
729,289244,engine
730,271307,visibility/wiper
731,117449,power train
732,137315,electrical system
733,41090,seats
734,128701,wheels
735,107436,engine
736,37744,power train
737,212590,electrical system
738,243555,power train
739,193105,engine and engine cooling
740,263511,power train
741,27121,exterior lighting
742,173884,back over prevention
743,255149,engine
744,285187,seat belts
745,242436,engine
746,267043,power train
747,140210,power train
748,281812,steering
749,15662,structure
750,27764,vehicle speed control
751,90278,steering
752,222294,engine
753,212043,power train
754,149142,suspension
755,234927,power train
756,47355,visibility/wiper
757,267716,suspension
758,168318,electrical system
759,144413,engine
760,33856,seats
761,210893,engine
762,244395,engine and engine cooling
763,285946,steering
764,292013,engine
765,267279,electrical system
766,111202,visibility/wiper
767,283598,steering
768,60745,service brakes
769,115237,electrical system
770,178313,steering
771,218253,wheels
772,146590,forward collision avoidance
773,60225,service brakes
774,46096,steering
775,53490,electrical system
776,79334,air bags
777,192981,engine
778,13134,power train
779,129356,service brakes
780,144042,power train
781,249872,fuel system
782,298525,engine
783,136209,electrical system
784,171350,power train
785,98309,wheels
786,101558,engine
787,272751,structure
788,109893,air bags
789,237128,vehicle speed control
790,273784,power train
791,46790,vehicle speed control
792,53761,wheels
793,76288,forward collision avoidance
794,167235,engine and engine cooling
795,42937,service brakes
796,229161,engine
797,34308,electrical system
798,121795,power train
799,252352,service brakes
800,242633,engine
801,197367,steering
802,145413,electrical system
803,147352,engine
804,229720,service brakes
805,173714,steering
806,206837,power train
807,36378,electrical system
808,277859,vehicle speed control
809,235695,electrical system
810,61900,steering
811,286494,engine and engine cooling
812,164390,visibility/wiper
813,230802,visibility/wiper
814,126050,fuel/propulsion system
815,117482,engine
816,53828,suspension
817,44092,electrical system
818,219599,electrical system
819,69760,fuel/propulsion system
820,195744,engine
821,17542,engine
822,200682,steering
823,58919,back over prevention
824,122331,electrical system
825,264318,fuel system
826,237297,power train
827,197492,visibility/wiper
828,109093,engine
829,170838,engine
830,176870,exterior lighting
831,117512,seats
832,259786,electrical system
833,148252,electrical system
834,25787,engine
835,198476,service brakes
836,112807,steering
837,160961,power train
838,26902,electrical system
839,255520,visibility/wiper
840,51108,electrical system
841,295614,power train
842,286843,electrical system
843,61709,service brakes
844,170598,power train
845,140981,service brakes
846,76382,air bags
847,53294,steering
848,46086,steering
849,94412,exterior lighting
850,38819,engine
851,290488,electrical system
852,79762,electrical system
853,118334,electrical system
854,282883,electrical system
855,10004,service brakes
856,55058,engine and engine cooling
857,145017,exterior lighting
858,254612,power train
859,266712,engine and engine cooling
860,82363,electrical system
861,104754,power train
862,8264,electrical system
863,73277,forward collision avoidance
864,254348,engine
865,171325,air bags
866,63413,engine
867,143243,structure
868,149094,visibility/wiper
869,206294,engine
870,288121,engine and engine cooling
871,161636,electrical system
872,152842,engine
873,267538,power train
874,298295,engine
875,147130,electrical system
876,194628,air bags
877,121683,power train
878,68281,steering
879,236402,steering
880,55805,power train
881,184597,engine
882,182683,electrical system
883,116013,electrical system
884,297416,electrical system
885,156456,engine
886,10105,engine
887,275571,power train
888,21589,engine
889,78960,power train
890,168163,power train
891,64120,structure
892,51411,service brakes
893,247047,electrical system
894,254013,steering
895,35920,air bags
896,95395,electrical system
897,13736,engine
898,52488,tires
899,116021,lane departure
900,180891,engine
901,191583,engine and engine cooling
902,115833,power train
903,284404,visibility/wiper
904,186314,exterior lighting
905,184652,electrical system
906,252800,power train
907,89793,electrical system
908,56972,structure
909,212035,visibility/wiper
910,145639,electrical system
911,152638,steering
912,12065,engine
913,268466,electrical system
914,173608,electrical system
915,162552,power train
916,272147,latches/locks/linkages
917,189682,power train
918,290774,electrical system
919,42420,service brakes
920,167664,steering
921,63692,air bags
922,2530,electrical system
923,265197,air bags
924,100195,engine and engine cooling
925,144560,power train
926,98881,power train
927,243960,structure
928,253872,power train
929,52502,visibility/wiper
930,77745,power train
931,159826,wheels
932,48569,service brakes
933,140598,fuel/propulsion system
934,176434,forward collision avoidance
935,28233,electrical system
936,68674,service brakes
937,118394,forward collision avoidance
938,205332,service brakes
939,52812,structure
940,35609,air bags
941,7681,wheels
942,266565,exterior lighting
943,270676,steering
944,11239,engine
945,55080,engine
946,28535,electrical system
947,245289,vehicle speed control
948,194514,air bags
949,261928,fuel system
950,129648,fuel system
951,235764,fuel system
952,99025,engine
953,262495,power train
954,189312,engine
955,219684,steering
956,165341,electrical system
957,223980,fuel system
958,9312,service brakes
959,142603,electrical system
960,209971,steering
961,143067,service brakes
962,40528,visibility
963,113827,fuel system
964,24575,power train
965,298425,engine
966,143852,electrical system
967,246326,electrical system
968,32346,engine
969,89439,service brakes
970,179864,power train
971,43667,engine
972,121849,power train
973,131089,engine
974,131531,tires
975,266126,visibility/wiper
976,267977,steering
977,233621,power train
978,204974,electrical system
979,9124,forward collision avoidance
980,117826,engine
981,121166,electrical system
982,145407,electrical system
983,191499,engine and engine cooling
984,187912,steering
985,35784,seats
986,214305,seats
987,106943,structure
988,117983,electrical system
989,53064,steering
990,198131,fuel system
991,181241,visibility/wiper
992,24553,fuel/propulsion system
993,203099,tires
994,269433,electrical system
995,29959,power train
996,97650,steering
997,261870,power train
998,233371,electrical system
999,294644,structure
1000,176511,service brakes
1001,159484,engine
1002,254277,engine
1003,242646,engine
1004,73391,steering
1005,130468,power train
1006,53890,service brakes
1007,243751,visibility/wiper
1008,245414,engine
1009,24403,electrical system
1010,228859,electrical system
1011,77821,engine
1012,295668,power train
1013,45273,power train
1014,279859,electrical system
1015,201004,electrical system
1016,9614,service brakes
1017,87193,fuel/propulsion system
1018,183254,power train
1019,170991,electrical system
1020,235305,visibility/wiper
1021,260524,electrical system
1022,126937,electrical system
1023,266477,electrical system
1024,36798,engine
1025,197070,engine and engine cooling
1026,139219,power train
1027,146078,engine and engine cooling
1028,207544,forward collision avoidance
1029,90179,engine
1030,270763,steering
1031,76480,power train
1032,205055,power train
1033,108056,fuel/propulsion system
1034,293750,exterior lighting
1035,261517,engine
1036,41382,electrical system
1037,15963,power train
1038,210870,electrical system
1039,62469,back over prevention
1040,228788,engine
1041,267667,air bags
1042,154926,suspension
1043,79690,steering
1044,191281,power train
1045,190606,engine
1046,178150,electrical system
1047,191009,power train
1048,133565,engine
1049,174272,engine and engine cooling
1050,235542,steering
1051,260832,engine
1052,100248,fuel/propulsion system
1053,131160,power train
1054,148017,engine
1055,206732,power train
1056,266886,engine
1057,273710,tires
1058,71224,electrical system
1059,98479,electrical system
1060,22151,engine
1061,108249,service brakes
1062,177262,forward collision avoidance
1063,225396,power train
1064,289080,structure
1065,16803,service brakes
1066,261627,fuel system
1067,15115,electrical system
1068,52128,power train
1069,196827,back over prevention
1070,85239,engine
1071,248530,power train
1072,240594,air bags
1073,13775,vehicle speed control
1074,43130,tires
1075,87100,engine
1076,52085,service brakes
1077,69799,fuel system
1078,11720,engine
1079,235089,power train
1080,194313,visibility/wiper
1081,64232,power train
1082,69658,steering
1083,145333,suspension
1084,105325,electrical system
1085,254648,electrical system
1086,87388,steering
1087,164240,electrical system
1088,227943,power train
1089,286610,service brakes
1090,12368,steering
1091,293131,air bags
1092,246687,electrical system
1093,280623,lane departure
1094,221931,forward collision avoidance
1095,135648,electrical system
1096,216408,power train
1097,287162,power train
1098,13704,steering
1099,26961,wheels
1100,87899,power train
1101,73068,forward collision avoidance
1102,287206,back over prevention
1103,74918,engine
1104,159712,vehicle speed control
1105,132492,electrical system
1106,63090,latches/locks/linkages
1107,249149,engine
1108,65458,steering
1109,295622,air bags
1110,155785,steering
1111,74872,service brakes
1112,203668,suspension
1113,258542,forward collision avoidance
1114,267406,electrical system
1115,231885,engine
1116,288067,engine and engine cooling
1117,5323,vehicle speed control
1118,179102,fuel/propulsion system
1119,264431,structure
1120,203571,air bags
1121,193891,vehicle speed control
1122,187603,fuel system
1123,74035,engine
1124,96121,engine
1125,47388,structure
1126,54150,structure
1127,119614,power train
1128,232688,engine
1129,208800,tires
1130,103227,engine
1131,75552,electrical system
1132,142221,fuel system
1133,231124,electrical system
1134,145030,visibility
1135,218128,service brakes
1136,75314,electrical system
1137,185093,engine
1138,249402,engine
1139,281305,electrical system
1140,298133,service brakes
1141,288476,steering
1142,94842,forward collision avoidance
1143,193238,steering
1144,171158,engine
1145,61340,engine and engine cooling
1146,112184,steering
1147,155541,engine
1148,109384,power train
1149,10140,seat belts
1150,110641,electrical system
1151,267401,electrical system
1152,87322,power train
1153,104645,fuel/propulsion system
1154,259295,power train
1155,170728,vehicle speed control
1156,80891,steering
1157,148787,engine
1158,109960,service brakes
1159,228386,visibility
1160,93481,forward collision avoidance
1161,2770,electrical system
1162,187467,steering
1163,22745,suspension
1164,131349,structure
1165,17716,engine
1166,13164,seat belts
1167,238488,electrical system
1168,185999,vehicle speed control
1169,108307,air bags
1170,214316,power train
1171,72090,engine
1172,55029,engine and engine cooling
1173,251218,engine and engine cooling
1174,165856,steering
1175,115708,vehicle speed control
1176,45567,power train
1177,179802,engine and engine cooling
1178,138797,electrical system
1179,94621,electrical system
1180,73763,engine
1181,53277,power train
1182,200518,engine and engine cooling
1183,99969,fuel/propulsion system
1184,224817,power train
1185,16494,forward collision avoidance
1186,63516,power train
1187,15143,forward collision avoidance
1188,215711,electrical system
1189,120992,air bags
1190,56694,power train
1191,208040,engine
1192,143661,power train
1193,85115,service brakes
1194,202819,engine and engine cooling
1195,134441,wheels
1196,192958,power train
1197,290907,engine
1198,289758,steering
1199,13340,power train
1200,1857,tires
1201,268593,air bags
1202,146552,structure
1203,16306,electrical system
1204,18074,power train
1205,163814,seat belts
1206,943,suspension
1207,141376,steering
1208,26085,fuel/propulsion system
1209,175677,power train
1210,255230,tires
1211,39609,fuel/propulsion system
1212,234741,power train
1213,157182,visibility/wiper
1214,138160,fuel system
1215,101991,power train
1216,204483,fuel system
1217,146777,engine
1218,68721,engine
1219,132008,engine
1220,8538,engine
1221,174341,electrical system
1222,86399,electrical system
1223,95734,steering
1224,60068,service brakes
1225,283496,service brakes
1226,235456,visibility/wiper
1227,100562,structure
1228,105869,fuel system
1229,228038,seat belts
1230,38332,forward collision avoidance
1231,37846,electrical system
1232,134608,structure
1233,67433,visibility
1234,141800,engine
1235,260009,electrical system
1236,120683,structure
1237,92246,power train
1238,115677,visibility/wiper
1239,68523,steering
1240,102020,electrical system
1241,203532,electrical system
1242,243105,electrical system
1243,75327,power train
1244,63308,engine
1245,80950,electrical system
1246,174901,structure
1247,182030,electrical system
1248,124301,air bags
1249,74660,steering
1250,220097,engine and engine cooling
1251,223030,electrical system
1252,6161,engine
1253,31859,electrical system
1254,25436,exterior lighting
1255,24778,electrical system
1256,232788,electrical system
1257,117796,forward collision avoidance
1258,163881,engine and engine cooling
1259,213121,suspension
1260,49219,exterior lighting
1261,41138,power train
1262,19060,service brakes
1263,182934,engine
1264,71363,engine
1265,3742,fuel/propulsion system
1266,223269,vehicle speed control
1267,288603,visibility/wiper
1268,274375,power train
1269,155647,power train
1270,43284,service brakes
1271,13884,structure
1272,128216,service brakes
1273,124738,steering
1274,108768,power train
1275,188518,electrical system
1276,111631,vehicle speed control
1277,87476,service brakes
1278,89204,power train
1279,245501,steering
1280,186806,structure
1281,252942,structure
1282,70722,steering
1283,179433,engine
1284,215740,power train
1285,29975,fuel system
1286,267830,electrical system
1287,254110,steering
1288,264447,electrical system
1289,99999,structure
1290,147242,visibility/wiper
1291,174782,engine
1292,117154,engine and engine cooling
1293,62067,power train
1294,142086,power train
1295,148779,service brakes
1296,79325,power train
1297,219347,visibility/wiper
1298,1903,electrical system
1299,236189,air bags
1300,220745,power train
1301,100123,visibility/wiper
1302,203714,power train
1303,168979,fuel/propulsion system
1304,94977,seats
1305,275418,service brakes
1306,124165,electrical system
1307,174444,visibility/wiper
1308,97113,power train
1309,37912,seats
1310,168211,electrical system
1311,118358,steering
1312,125016,suspension
1313,91450,power train
1314,44883,engine
1315,224657,service brakes
1316,76467,electrical system
1317,47543,engine and engine cooling
1318,147070,electrical system
1319,21964,air bags
1320,152891,structure
1321,212907,power train
1322,270628,engine
1323,83279,power train
1324,261992,electrical system
1325,57333,fuel/propulsion system
1326,59156,latches/locks/linkages
1327,209786,visibility/wiper
1328,64201,electrical system
1329,168589,service brakes
1330,136487,steering
1331,231743,power train
1332,30053,steering
1333,177768,fuel/propulsion system
1334,254550,steering
1335,272632,steering
1336,9531,seats
1337,24266,fuel/propulsion system
1338,103670,electrical system
1339,154881,power train
1340,200509,engine
1341,205890,fuel system
1342,11337,steering
1343,3715,engine
1344,208090,visibility/wiper
1345,288613,service brakes
1346,257099,exterior lighting
1347,169291,air bags
1348,174264,visibility
1349,62292,electrical system
1350,264971,steering
1351,187942,service brakes
1352,38974,wheels
1353,140102,electrical system
1354,231513,power train
1355,227025,suspension
1356,91301,electrical system
1357,168215,steering
1358,289346,power train
1359,166502,electrical system
1360,294395,electrical system
1361,223106,structure
1362,144504,engine
1363,233640,tires
1364,85567,power train
1365,207827,fuel/propulsion system
1366,291334,forward collision avoidance
1367,97796,electrical system
1368,140691,vehicle speed control
1369,181654,air bags
1370,57119,electrical system
1371,140371,engine
1372,230114,steering
1373,208585,service brakes
1374,59590,engine and engine cooling
1375,220570,suspension
1376,48621,engine and engine cooling
1377,83410,air bags
1378,181263,electrical system
1379,272309,fuel/propulsion system
1380,287882,vehicle speed control
1381,227890,seats
1382,204950,service brakes
1383,163116,vehicle speed control
1384,8006,electrical system
1385,78577,power train
1386,196178,power train
1387,137078,power train
1388,654,engine
1389,90362,power train
1390,183801,air bags
1391,75787,visibility/wiper
1392,69946,electrical system
1393,40811,electrical system
1394,112907,electrical system
1395,285866,visibility/wiper
1396,294068,power train
1397,14487,steering
1398,151409,power train
1399,49734,air bags
1400,246658,electrical system
1401,149529,steering
1402,153564,electrical system
1403,211228,service brakes
1404,134674,electrical system
1405,256825,engine
1406,79438,service brakes
1407,36889,electrical system
